-- Sözlük genişletme · Part 1 (position 550-2049, 1500 kelime)
INSERT INTO words (list_id, word, meaning, position) VALUES
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'policy', 'politika', 845),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'standard', 'standart', 846),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'criterion', 'kriter', 847),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'quality', 'kalite', 848),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'quantity', 'miktar', 849),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'amount', 'miktar', 850),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'figure', 'rakam', 851),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'data', 'veri', 852),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'information', 'bilgi', 853),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'knowledge', 'bilgi', 854),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'wisdom', 'bilgelik', 855),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'skill', 'beceri', 856),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'ability', 'yetenek', 857),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'talent', 'yetenek', 858),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'capacity', 'kapasite', 859),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'potential', 'potansiyel', 860),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'power', 'güç', 861),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'strength', 'güç', 862),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'force', 'kuvvet', 863),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'energy', 'enerji', 864),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'effort', 'çaba', 865),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'task', 'görev', 866),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'duty', 'görev', 867),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'responsibility', 'sorumluluk', 868),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'role', 'rol', 869),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'function', 'işlev', 870),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'purpose', 'amaç', 871),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'goal', 'hedef', 872),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'objective', 'hedef', 873),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'mission', 'görev', 874),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'vision', 'vizyon', 875),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'ambition', 'hırs', 876),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'motivation', 'motivasyon', 877),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'inspiration', 'ilham', 878),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'reason', 'sebep', 879),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'cause', 'neden', 880),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'effect', 'etki', 881),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'result', 'sonuç', 882),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'consequence', 'sonuç', 883),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'outcome', 'sonuç', 884),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'impact', 'etki', 885),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'influence', 'etki', 886),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'change', 'değişim', 887),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'transformation', 'dönüşüm', 888),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'progress', 'ilerleme', 889),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'development', 'gelişim', 890),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'growth', 'büyüme', 891),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'improvement', 'iyileşme', 892),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'advancement', 'ilerleme', 893),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'evolution', 'evrim', 894),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'revolution', 'devrim', 895),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'movement', 'hareket', 896),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'motion', 'hareket', 897),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'action', 'eylem', 898),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'activity', 'aktivite', 899),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'operation', 'operasyon', 900),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'process', 'süreç', 901),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'procedure', 'prosedür', 902),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'practice', 'uygulama', 903),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'routine', 'rutin', 904),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'habit', 'alışkanlık', 905),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'custom', 'gelenek', 906),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'tradition', 'gelenek', 907),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'culture', 'kültür', 908),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'heritage', 'miras', 909),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'legacy', 'miras', 910),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'history', 'tarih', 911),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'past', 'geçmiş', 912),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'future', 'gelecek', 913),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'destiny', 'kader', 914),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'fate', 'kader', 915),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'luck', 'şans', 916),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'chance', 'şans, fırsat', 917),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'opportunity', 'fırsat', 918),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'possibility', 'olasılık', 919),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'probability', 'olasılık', 920),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'likelihood', 'olasılık', 921),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'certainty', 'kesinlik', 922),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'assurance', 'güvence', 923),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'guarantee', 'garanti', 924),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'promise', 'söz', 925),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'commitment', 'bağlılık', 926),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'agreement', 'anlaşma', 927),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'contract', 'sözleşme', 928),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'deal', 'anlaşma', 929),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'bargain', 'pazarlık', 930),
('d25e0b14-e775-453c-9e73-28ae4fbeb0d1', 'negotiati
